,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
570,www.assamtribune.com,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul1613/oth06,5084,07/12/2013 11:00:00 PM,,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland","Inter-State bus services in Manipur have been suspended for the past three days following the landslide on the National Highway near Kohima on Friday night. A 200 feet stretch of National Highway (NH 2) near Phesama village close to Kisama Naha heritage site in NagalandÕs Kohima district which connects Manipur with the rest of the country, has been washed away following heavy downpour on July 12 night.","National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,5084.0,India,IN,Nāgāland,92113.0,Kohima,6.5252,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1167,25.616,2013
576,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/moderate-rains-lash-parts-of-himachal-pradesh/729520.html,3618,06/17/2011 12:00:00 AM,,"Nathpa village, Kinnaur District, Himachal Pradesh","the Hindustan-Tibet highway was closed due to heavy landslide at Nathpa in Kinnaur district.Vehicular traffic has come to a standstill beyond Nathpa and people were crossing the landslide spot on foot. --Shimla: Rock slide due to heavy rains has cut of the high altitude tribal district of Kinnaur as the Indo-Tibetan border highway that passes through the area along Satluj River valley is blocked.  “Heavy rains in the region have triggered landslides in the rocky region around Nathpa village of Kinnaur and blocked national highway 22,” said Naresh Thakur, SDM Rekong Peo, which happens to be the district headquarters of Kinnaur.  Reports reaching the capital say that many vehicles, including those of tourists were stranded on the road.  Heavy machinery has been moved in and rock blasting was taking place, said the officer. In all probability the road would open by Saturday, he added.  ","Nathpa village, Kinnaur District, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3618.0,India,IN,Himachal Pradesh,1495.0,Sarāhan,18.63766,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.9798,31.5639,2011
579,Tribune,http://www.tribuneindia.com/news/himachal/landslide-blocks-shimla-kalka-highway-thousands-stranded/122969.html,7726,08/22/2015 04:30:00 AM,,Shimla-Kalka National Highway near Shoghi,Thousands of commuters were stranded on the Shimla-Kalka National Highway near Shoghi after a massive landslide blocked it this morning.,Shimla-Kalka National Highway near Shoghi,5km,landslide,downpour,medium,above_road,0.0,0.0,,http://images.tribuneindia.com/cms/gall_content/2015/8/2015_8$largeimg22_Aug_2015_155107323.JPG,,glc,7726.0,India,IN,Himachal Pradesh,2467.0,Jutogh,7.05673,05/27/2016 09:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1213,31.0365,2015
615,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-09-27/kolkata/30207909_1_magnitude-earthquake-singamari-repair-work,3986,09/25/2011 12:00:00 AM,,"Singamari, Darhelling, West Bengal","Just when the life of people in the Hills was are limping back to normalcy after the 6.8 magnitude earthquake shook the entire eastern India, a massive landslide devoured a 30-metre stretch of Lebong Cart Road late Sunday night, cutting off connectivity with the northern parts of Darjeeling. However, no casualties have been reported in the incident.Lebong Cart Road connects the town with places like Singamari and tea gardens of Phoobsering, Banesbuck, Singla, Ging and also the army cantonment at Lebong. All vehicular movement has now been diverted from the Birch Hill Road.","Singamari, Darhelling, West Bengal",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,3986.0,India,IN,Bengal,123797.0,Dārjiling,3.22506,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.255,27.0605,2011
620,beacononline.wordpress,http://beacononline.wordpress.com/2009/09/20/darjeeling-hills-toytrain-joyride-hit-by-fresh-landslides-in-darjeeling/,1050,07/03/2009 12:00:00 AM,,Darjeeling (between Tin Dharia and Rongtong),"The Darjeeling Himalayan Railway (DHR) run by Northeast Frontier Railway, has been off the tracks since July 3 after landslides tore away the two-foot-wide line in some parts at Tin Dharia and Rongtong, DHR Director Subrata Nath told UNI today.",Darjeeling (between Tin Dharia and Rongtong),10km,landslide,rain,medium,unknown,0.0,,,,,glc,1050.0,India,IN,Bengal,123797.0,Dārjiling,0.78466,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.29184021,26.87324244,2009
625,thehindu,http://www.thehindu.com/news/states/other-states/article562522.ece,2226,08/09/2010 06:00:00 PM,,Kishtwār : One person was killed and seven others were injured in a landslide triggered by heavy rains in the remote area of Kishtwar district in Jam*,"One person was killed and seven others were injured in a landslide triggered by heavy rains in the remote area of Kishtwar district in Jammu and Kashmir, officials said on Tuesday. After heavy rains, the landslide occurred at Massu, about 280 kms from Jammu, in Kishtwar district on Monday evening, they said, adding a group of eight pilgrims, on way to Machail Mata, came under the debris.",,5km,landslide,downpour,medium,unknown,1.0,,,,,glc,2226.0,India,IN,Kashmir,20553.0,Kishtwār,2.31704,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.7627,33.334,2010
635,Daily News and Analysis,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,3116,02/13/2011 12:00:00 AM,,"Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir","Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for traffic for the second consecutive day following landslides at Panthal.  ""The highway is closed for traffic. There have been landslides at Panthal,"" an official of the traffic control room said in Srinagar, adding it was unclear when the road would be open for traffic.","Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir",25km,landslide,rain,medium,above_road,,,,,,glc,3116.0,India,IN,Kashmir,3278.0,Banihāl,5.78589,09/15/2014 05:13:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.1921061,33.33875958,2011
643,punemirror,http://www.punemirror.in/index.aspx?page=article&sectid=2&contentid=20100619201006192238548207f2d7bff&sectxslt=,1988,06/15/2010 12:00:00 AM,,"Khandala, on Mumbai-Pune Expressway","Saturday, June 19, 2010 at 10:38:54 PM  Two minor landslides which took place on the Mumbai-Pune Expressway in two days are being viewed as a pointer of the monsoon hazards on the expressway due to the failure of the authorities to carry out landslide preventive works before the monsoons set in. Both landslides took place in the Borghat section of the E-way, one near Adoshi tunnel on Monday and other near Khandala on Tuesday. Since they were not major landslides, nobody was injured but a lane of the road was blocked. MSRDC officials said Monday’s landslide took place between km numbers 39 and 42 on the Pune-Mumbai corridor, while Tuesday’s landslide was between km numbers 36 and 39 on the Mumbai-Pune corridor. ","Khandala, on Mumbai-Pune Expressway",5km,landslide,downpour,small,unknown,0.0,,,,,glc,1988.0,India,IN,Maharashtra,58562.0,Lonāvale,3.44352,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.3747,18.7624,2010
645,thehindu,http://www.thehindu.com/news/states/other-states/article2801278.ece,4139,01/12/2012 10:00:00 PM,,"Shatani Nallah, Ramban District","The 300-km-long Jammu-Srinagar national highway reopened for vehicular traffic today, a day after it was shut due to landslide in Ramban district. One-way movement of traffic from Srinagar to Jammu on the highway was allowed, officials said. Around 300 vehicles, stranded on the highway, left for their respective destinations, they said. The highway was closed following a landslide at Shatani Nallah yesterday.","Shatani Nallah, Ramban District",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,4139.0,India,IN,Kashmir,7317.0,Rāmban,0.20465999999999998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2373,33.2407,2012
653,prokerala,http://www.prokerala.com/news/articles/a75292.html,1109,08/20/2009 12:00:00 AM,,Lumding-Badarpur section in North Cachar Hills district,"The rail services between rest of India and southern Assam, Tripura, Mizoram and Manipur have been suspended since Aug 20 following extensive landslides on the Lumding-Badarpur section in North Cachar Hills district",Lumding-Badarpur section in North Cachar Hills district,25km,landslide,downpour,medium,unknown,0.0,,,,,glc,1109.0,India,IN,Assam,8364.0,Maibong,24.54328,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.1645,25.5215,2009
655,Kashmir Times,http://www.kashmirtimes.in/newsdet.aspx?q=42967,7196,07/12/2015 12:00:00 AM,,Between Batote and Ramban,Landslides betwen Batote and Ramban,Between Batote and Ramban,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7196.0,India,IN,Kashmir,7317.0,Rāmban,5.80235,07/14/2015 07:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.2845,33.2049,2015
659,greaterkashmir,http://www.greaterkashmir.com/news/2011/Feb/17/highway-closed-again-66.asp,3128,02/16/2011 06:00:00 PM,,"near Ramban, Jammu-Srinagar hwy, Jammu and Kashmir","Feb 16: The 300-km Srinagar-Jammu highway which was partially reopened for one-way traffic this morning from Jammu to Srinagar was closed again in the evening following incessant rains and snowfall which triggered fresh landslides at many places.  …  dding the fresh landslides near Digdol and Ramban blocked the road again forcing them to suspend the vehicular traffic again around 5:00 PM,” he said.","near Ramban, Jammu-Srinagar hwy, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3128.0,India,IN,Kashmir,7317.0,Rāmban,2.2462,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.244,33.2609,2011
663,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-18/india/29786319_1_landslides-rohtang-marhi,3777,07/15/2011 06:00:00 PM,,Rahni,"MANALI: Unable to cross a landslide at Rohtang pass, a driver breathed his last inside his truck near Marhi on Sunday. Landslides have trapped more than 400 vehicles including some tourist vehicles here since Saturday midnight.  According to reports from Rohtang, heavy showers on Saturday night triggered landslides near Rahni Nulla, 12 km below Rohtang. Several vehicles including some LPG gas cylinder carriers were trapped at Marhi. Seeing that damage was huge and restoration of highway was impossible at night, a truck (HP20A-8959) driver, Sukhbir Singh, 30, resident of Una, slept inside the truck and was found dead on Sunday morning. The postmortem of the deceased is yet to be carried out but sources said he died due to severe cold.  He could have been saved if landslides had not forced him to spend the night inside the truck without proper woolens. Manali DSP Shiv Chaudhary said the body was found without warm clothes inside the truck. A source stranded in the jam at Rohtang reported",Rahni,5km,landslide,downpour,medium,unknown,1.0,,,,,glc,3777.0,India,IN,Himachal Pradesh,8341.0,Manāli,10.955589999999999,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.2181,32.3491,2011
679,alertnet,http://www.alertnet.org/thenews/fromthefield/222031/128136284695.htm,2206,08/06/2010 12:30:00 AM,,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespread, composite flows in the over saturated slope forming materials caused 182 deaths including that of 3 foreign tourists, damaged 607 houses, breached all major communication networks to Leh town besides inflicting an unaccountable loss of livestock and agriculture fields. The disaster caused severe damage to the settlements in parts of Leh town, Sabu village, Choklamsar, Leh airport area, Nimu, Ney and Bazgo area around the town. Widespread occurrence of varied, unconsolidated Quaternary drift deposits perched over gentle to fairly steep slopes are susceptible to mass movement under conditions of heavy saturation.   Unprecedented rainfall of the order of 240 mm within 24 hours on account of cloud bursts in the Leh region during 4-6 Aug","villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",50km,landslide,downpour,very_large,unknown,234.0,,,,,glc,2206.0,India,IN,Kashmir,37475.0,Leh,9.308069999999999,09/11/2014 05:42:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.4871,34.1416,2010
689,e-pao.net,http://e-pao.net/GP.asp?src=Snipp3..100610.jun10,1961,06/09/2010 02:15:00 PM,,"Ishok Chingphu(?), Bishnupur, Assam","Imphal, June 09 2010: Three houses were damaged in mudslide from the hill at Ishok Chingphu in Bishnupur district today causing damaged to properties worth around Rs 2 lakh.  The collapsed houses belonged to Pukhrambam Rame son of Chaoba, Huidrom Shamu and Naorem Bisheshwar.  Most part of the house of Rame had been destroyed in the mudslide occurred at about 2.15 pm.","Ishok Chingphu(?), Bishnupur, Assam",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,1961.0,India,IN,Meghālaya,25758.0,Nongstoin,41.26849,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.2,25.8833,2010
696,thestatesman,http://www.thestatesman.net/page.news.php?clid=10&id=209560&usrsess=1,595,06/20/2008 12:00:00 AM,,Kurseong sub division,occurred all over region,Kurseong sub division,25km,landslide,rain,medium,unknown,,,,,,glc,595.0,India,IN,Bengal,46427.0,Kārsiyāng,0.2804,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2778,26.885,2008
700,The Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,9474,08/07/2016 12:00:00 AM,,"Parmandal, Jammu","Darshana Devi, 38, died after she was hit by landslides in Parmandal area.","Parmandal, Jammu",10km,landslide,continuous_rain,medium,unknown,1.0,0.0,,,,glc,9474.0,India,IN,Kashmir,26893.0,Sāmba,16.178810000000002,08/22/2016 11:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.0582,32.6987,2016
701,Daily kashmir Images,http://dailykashmirimages.com/Details/112185/massive-landslide-hit-srinagar-sonamarg-road,9199,06/08/2016 10:00:00 PM,,"Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India","Hundreds of vehicles including those ferrying tourists were stranded on Srinagar-Sonamarg road near Shutkadi Sonamarg after landslides triggered by heavy rains hit the stretch late Wednesday evening.  Reports said that several passengers had a narrow escape after landslides triggered by heavy rains hit the road road near Shutkadi bridge, resulting in closure of the road .  Meanwhile Border Roads Organisation (BRO), responsible for the maintenance of the highway, was yet to start clearance of landslides on the highway stretch till last reports came in.  Due to closure of the highway, hundreds of vehicles including Ladakh bound and Tourist vehicles were stranded on both sides of the Sgr-Leh highway when this report was being filed.","Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India",5km,landslide,downpour,medium,above_road,0.0,0.0,,http://www.dailykashmirimages.com/upload_images/upload_images_articles/47ff39be-4ea4-485c-ad90-1a02fa77c282.JPG,,glc,9199.0,India,IN,Kashmir,7750.0,Pahlgām,30.98175,07/27/2016 01:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.3226,34.2952,2016
